ZINC_ID,Glide_5R8T,Glide_5R81,Glide_5REZ,Glide_5RF7,Glide_5RGI,Glide_5RH3,Glide_6LU7_2,Glide_7BUY
C40963714_P62184584,-4.516,-6.136,0,-4.212,-4.866,-4.144,-4.912,-5.425
C83813957_P131106053,-5.068,-5.866,-5.231,-6.254,-4.443,-5.013,-5.778,-5.424
C37381408_P55584392,-4.88,-5.389,-4.992,-5.528,-4.535,-5.493,-5.485,-5.423
C37736605_P56106493,-4.517,-6.799,-5.586,-6.409,-4.572,-4.467,-6.049,-5.422
C62750293_P96280554,-5.474,-4.697,-5.091,-5.81,-5.185,-5.42,-5.61,-5.422
C34956103_P51888733,-5.408,-6.489,-5.459,-6.49,-5.161,-5.544,-6.193,-5.421
C89570693_P140014912,-4.338,-5.365,-4.652,-6.01,-5.23,-4.85,-5.262,-5.419
C37381480_P55587495,-5.098,-6.654,-6.115,-5.937,-5.369,-6.117,-6.789,-5.418
C35381895_P52496986,-4.669,-5.862,-5.634,-6.065,-5.737,-5.997,-6.485,-5.418
C88140548_P137844358,-4.667,-5.485,-4.78,-5.598,-4.773,-5.342,-5.867,-5.418
C20446842_P30467523,-4.448,-5.893,-5.223,-6.684,-4.744,-5.657,-5.513,-5.418
C90898565_P142184234,-4.629,-6.43,-4.902,-5.703,-5.226,-5.311,-5.798,-5.416
C83791078_P131075144,-5.153,-6.228,-5.461,-6.912,-5.631,-5.007,-5.724,-5.416
C93976579_P147292593,-4.557,-5.759,-5.753,-7.172,-4.988,-5.388,-5.588,-5.416
C61323548_P93872894,-4.225,-5.617,-5.748,-6.264,-5.047,-5.217,-5.655,-5.415
C37674428_P138064550,-5.391,-6.213,-5.824,-5.805,-5.466,-5.229,-5.929,-5.414
C40254855_P61120727,-6.086,-6.003,-4.532,-7.183,-4.696,-6.114,-5.007,-5.41
C49227906_P73529384,-4.829,-5.424,-5.594,-5.811,-4.712,-5.102,-5.558,-5.409
C87917488_P137519050,-4.884,-6.016,-5.134,-6.266,-4.807,-5.405,-5.463,-5.409
C86971332_P136173770,-4.734,-6.264,-4.892,-6.093,-6.413,-5.412,-5.422,-5.408
C70457790_P108655256,-5.23,-6.617,-5.408,-5.538,-4.6,-4.611,-5.067,-5.408
C90826636_P142078543,-4.78,-5.49,-5.843,-5.778,-5.112,-4.822,-4.828,-5.408
C85752445_P134240060,-5.071,-6.514,-5.637,-6.281,-5.36,-5.268,-5.935,-5.407
C59143299_P89729560,-5.116,-5.402,-5.318,-5.703,-4.475,-4.752,-5.679,-5.407
C19202130_P49817963,-4.411,-6.22,-6.219,-6.618,-5.956,-4.39,-6.581,-5.405
C70371041_P108487730,-5.069,-5.691,-5.613,-5.801,-5.431,-5.47,-6.037,-5.403
C39101247_P59236795,-5.436,-5.742,-5.915,-6.21,-6.129,-5.14,-6.261,-5.401
C79857313_P124767938,-4.872,-5.403,-5.475,-6.406,-5.662,-4.974,-5.429,-5.4
C36206543_P152386657,-5.344,-6.461,-5.986,-5.403,-4.724,-4.958,-5.843,-5.399
C85440774_P133740152,-4.758,-5.016,-4.334,-5.694,-5.274,-4.713,-5.186,-5.398
C54894943_P82663663,-4.575,-6.169,-5.471,-6.508,-4.679,-4.391,-4.797,-5.398
C33934365_P155710842,-5.184,-4.263,-4.592,-5.124,-4.857,-4.814,-4.367,-5.397
C38786688_P58734937,-4.637,-7.012,-5.744,-6.765,-5.136,-5.049,-5.098,-5.395
C72131469_P111978760,-6.219,-5.457,-3.902,-4.863,-5.483,-3.242,-5.778,-5.394
C38666810_P58560803,-4.608,-7.023,-5.888,-8.064,-4.799,-4.205,-4.689,-5.394
C63980329_P98215645,-5.457,-6.554,-6.393,-5.514,-4.938,-4.847,-6.559,-5.393
C86795976_P135881236,-4.442,-5.997,-5.28,-6.092,-5.806,-4.647,-6.041,-5.392
C61917023_P94902481,-4.526,-5.868,-5.307,-5.671,-4.583,-5.353,-5.441,-5.391
C33790550_P50074862,-5.932,-6.734,-4.937,-6.784,-6.06,-6.149,-5.891,-5.388
C87789471_P137305726,-4.981,-5.219,-4.768,-5.716,-4.9,-4.354,-5.122,-5.388
C51637976_P77368298,-5.077,-6.393,-5.754,-6.215,-5.483,-5.612,-5.815,-5.387
C72115104_P111936055,-5.428,-6.716,-5.756,-5.546,-4.12,-4.888,-5.464,-5.387
C82923727_P129638866,-5.142,-5.881,-5.717,-6.327,-5.504,-5.369,-5.466,-5.386
C16195878_P24516523,-4.945,-5.715,-6.037,-5.676,-4.059,-4.357,-6.042,-5.385
C91655582_P143470985,-4.377,-5.776,-5.522,-6.066,-4.762,-4.918,-5.859,-5.384
C54526493_P82058912,-5.198,-5.762,-5.668,-6.086,-5.151,-5.568,-5.739,-5.384
C59775870_P91117906,-5.853,-5.478,-5.638,-5.619,-3.96,-5.481,-4.803,-5.383
C97740290_P155047768,-3.789,-5.497,-4.606,-5.876,-5.051,-3.814,-5.574,-5.381
C54931617_P82720911,-5.07,-5.514,-5.364,-5.665,-4.467,-4.795,-5.827,-5.38
C92941717_P145508137,-4.846,-5.762,-5.716,-5.827,-4.858,-5.231,-5.802,-5.38
C94888783_P148734268,-4.705,-6.033,-5.104,-5.813,-4.307,-4.25,-6.144,-5.379
C87862023_P137436084,-4.677,-6.546,-5.71,-6.666,-4.709,-6.11,-5.585,-5.379
C70896767_P109445045,-4.7,-6.022,-4.235,-5.666,-4.07,-4.392,-6.402,-5.378
C05479644_P08505522,-4.786,-5.945,-5.964,-6.531,-4.72,-5.213,-6.796,-5.377
C40632126_P61679623,-4.733,-5.062,-5.831,-5.552,-4.489,-6.046,-5.574,-5.376
C94506652_P148127149,-4.962,-5.743,-5.562,-5.694,-4.834,-5.139,-5.134,-5.375
C81870522_P127707563,-4.367,-5.191,-4.616,-5.143,-4.416,-4.676,-4.959,-5.374
C40981487_P62202413,-3.565,-5.996,-4.642,-6.573,-4.252,-3.944,-4.962,-5.369
C97003616_P153534632,-5.674,-6.377,-6.465,-6.261,-4.762,-5.685,-6.126,-5.365
C97700659_P154957865,-4.626,-5.249,-5.357,-5.886,-5.108,-4.477,-5.6,-5.364
C37895596_P56931330,-5.009,-6.209,-5.069,-6.337,-5.053,-4.988,-5.572,-5.364
C49960779_P153716273,-4.72,-5.68,-5.158,-6.651,-4.591,-5.236,-5.606,-5.363
C84027749_P131461324,-5.619,-5.917,-5.57,-5.68,-5.118,-5.019,-5.959,-5.362
C08636278_P23653510,-4.223,-7.268,-6.75,-6.579,-5.005,-5.464,-5.748,-5.362
C49569619_P74032536,-5,-5.599,-4.71,-6.161,-4.767,-4.972,-5.813,-5.36
C40403409_P61343975,-4.851,-6.707,-6.705,-7.064,-5.463,-5.472,-5.732,-5.36
C06021226_P90039839,-4.169,-5.632,-5.221,-5.434,-4.983,-4.705,-4.967,-5.358
C97939640_P155479873,-4.664,-5.54,-4.167,-6.854,-4.219,-3.526,-4.94,-5.358
C84471185_P153158802,-5.697,-5.824,-6.113,-6.558,-4.712,-5.603,-6.863,-5.356
C90902481_P142188150,-4.464,-6.246,-5.371,-6.362,-3.705,-4.335,-5.805,-5.356
C40236676_P61090702,-4.098,-5.845,-6.121,-6.916,-5.385,-5.19,-5.817,-5.354
C61628914_P153720609,-5.188,-6.135,-4.861,-6.153,-4.827,-5.886,-5.692,-5.354
C21005731_P31373895,-4.742,-6.043,0,-6.864,-5.235,-5.274,-6.785,-5.353
C40231135_P61086500,-4.982,-7.05,-5.847,-6.83,-5.498,-4.997,-5.667,-5.35
C40169523_P153210878,-4.588,-6.592,-6.479,-6.017,-5.568,-5.163,-5.567,-5.35
C97497880_P154451113,-5.25,-6.556,-6.462,-6.919,-5.598,-5.271,-6.604,-5.349
C86383068_P135251153,-5.348,-7.14,-6.035,-5.688,-5.857,-4.72,-5.986,-5.349
C40238417_P61087667,-5.057,-5.683,-5.234,-6.073,-4.853,-3.886,-5.968,-5.348
C94666576_P148383996,-4.603,-5.339,-4.683,-5.399,-5.274,-4.226,-5.398,-5.347
C64609994_P99212056,-4.19,-5.485,-5.536,-5.353,-5.249,-5.692,-5.755,-5.346
C40403364_P61343921,-4.828,-5.86,-5.378,-6.908,-4.264,-4.769,-5.73,-5.344
C59199322_P89864187,-4.734,-4.465,-5.526,-5.757,-4.143,-3.955,-5.657,-5.342
C87152507_P136382174,-4.739,-6.024,-5.264,-5.357,-5.048,-5.208,-5.662,-5.341
C94628038_P148327318,-4.797,-5.813,-5.532,-5.507,-5.025,-4.611,-6.172,-5.34
C20578540_P30726428,-4.736,-6.335,-5.567,-6.088,-5.938,-5.816,-5.307,-5.34
C94512977_P148150423,-5.592,-5.697,-5.391,-6.146,-5.464,-5.064,-4.23,-5.338
C97013325_P153546023,-5.87,-7.004,-6.952,-7.412,-4.843,-5.913,-6.405,-5.336
C03662371_P29919649,-4.513,-6.828,-5.328,-6.974,-4.031,-4.895,-6.024,-5.336
C83524088_P130643890,-5.058,-5.314,-5.161,-6.134,-5.119,-4.607,-5.567,-5.336
C61094955_P93506911,-5.11,-5.578,-5.947,-6.3,-5.588,-5.946,-6.314,-5.334
C62605644_P96072423,-4.647,-6.377,-5.295,-6.279,-5.189,-5.031,-6.927,-5.332
C43514319_P65798443,-5.344,-5.122,-5.254,-5.166,-4.687,-5.353,-5.294,-5.332
C52246272_P119799324,-4.373,-5.928,-5.723,-5.653,-4.641,-4.949,-5.652,-5.331
C86017775_P134684433,-4.94,-6.005,-5.491,-5.985,-5.418,-5.186,-6.27,-5.33
C43425265_P65671649,-4.086,-4.678,-4.383,-4.661,-4.428,-4.612,-4.425,-5.33
C87203934_P136449930,-4.888,-5.736,-5.933,-6.353,-5.127,-5.509,-6,-5.329
C87102058_P136317113,-5.363,-5.745,-5.265,-6.235,-5.419,-5.297,-6.018,-5.325
C41528523_P62944212,-5.633,-5.808,-5.205,-6.039,-5.457,-5.115,-5.197,-5.325
C97965699_P155570945,-4.876,-6.704,-4.133,-5.66,-3.423,-2.998,-4.382,-5.324
C90691198_P141860836,-4.748,-6.095,-6.015,-6.663,-4.55,-5.971,-6.291,-5.323
C87840502_P137396282,-4.683,-5.228,-5.332,-6.066,-4.711,-4.637,-5.315,-5.323
C40713863_P61805635,-4.938,-5.728,-5.462,-5.547,-5.438,-5.259,-5.802,-5.322
C37066522_P55101620,-4.347,-5.456,-5.157,-5.564,-4.701,-5.265,-5.476,-5.322
C98102089_P155941637,-4.913,-6.073,-5.93,-6.194,-4.567,-5.038,-5.601,-5.321
C50003219_P74795043,-5.398,-6.11,-5.68,-6.116,-5.154,-4.824,-5.405,-5.32
C69908609_P107725164,-4.455,-5.527,-4.945,-5.211,-4.035,-4.766,-4.925,-5.32
C32634058_P48336308,-5.449,-5.936,-5.769,-6.242,-5.507,-5.598,-6.915,-5.318
C98095557_P155923708,-5.925,-6.229,-6.07,-6.313,-5.533,-6.626,-6.08,-5.318
C86423171_P135300388,-4.83,-6.694,-6.015,-5.819,-5.761,-5.963,-5.617,-5.318
C87829557_P137371272,-4.328,-5.177,-4.876,-5.365,-4.667,-4.365,-5.374,-5.317
C83575539_P130733416,-4.577,-5.345,-4.908,-5.345,-5.434,-5.408,-5.083,-5.317
C86195668_P134971342,-4.456,-4.826,-4.281,-4.93,-4.822,-4.498,-4.486,-5.317
C90347880_P141246470,-4.602,-5.282,-5.972,-5.981,-5.313,-5.741,-6.337,-5.316
C63037196_P96797747,-4.816,-5.787,-5.906,-5.541,-4.667,-5.784,-5.526,-5.315
C70711288_P109099703,-4.523,-4.895,-5.093,-5.86,-4.82,-4.298,-5.28,-5.315
C41679832_P63191098,-5.054,-4.977,-5.009,-5.538,-5.252,-5.717,-5.707,-5.313
C92682614_P145055717,-5.324,-5.963,-6.129,-6.654,-5.835,-5.289,-5.812,-5.312
C63078208_P96847917,-5.641,-5.848,-5.689,-6.891,-6.523,-6.099,-6.007,-5.31
C87792203_P137318007,-4.841,-5.377,-4.821,-5.138,-4.717,-4.219,-5.355,-5.308
C70417654_P108565589,-5.207,-5.946,-4.89,-5.02,-4.101,-4.655,-4.337,-5.307
C50309016_P75246445,-4.836,-5.371,-5.3,-6.173,-5.096,-5.547,-6.295,-5.302
C82562799_P129034019,-4.51,-5.077,-5.186,-5.508,-4.786,-4.727,-5.737,-5.302
C78440541_P122372107,-4.887,-6.495,-6.408,-6.317,-4.945,-4.995,-6.022,-5.301
C68979045_P105954925,-4.614,-5.62,-5.209,-5.555,-5.08,-5.214,-5.219,-5.3
C42404790_P64128195,-4.111,-5.311,-4.87,-5.18,-4.9,-4.611,-5.407,-5.299
C37197327_P55311777,-4.434,-6.418,-5.622,-6.158,-5.069,-5.643,-5.704,-5.295
C22858748_P34559273,-4.313,-5.293,-4.85,-5.195,-5.028,-4.379,-5.297,-5.295
C87945161_P137558939,-4.966,-5.399,-5.311,-6.06,-5.491,-4.091,-5.033,-5.295
C38162697_P91461797,-5.434,-6.016,-6.718,-6.455,-4.967,-4.58,-5.617,-5.294
C79622391_P124392610,-3.53,-5.185,-5.155,-5.36,-4.755,-4.422,-4.414,-5.294
C70422324_P108579448,-4.324,-5.336,-4.646,-5.754,-4.625,-4.82,-5.333,-5.292
C95431299_P149910974,-5.238,-5.545,-5.248,-6.584,-5.566,-4.719,-6.131,-5.291
C87792597_P137318403,-5.951,-5.998,-5.539,-6.647,-5.631,-5.454,-5.58,-5.291
C84377160_P132025813,-5.257,-4.334,-5.392,-5.504,-5.308,-5.307,-5.141,-5.291
C87308026_P136594870,-4.667,-4.964,-5.187,-4.751,-5.07,-4.125,-5.403,-5.29
C95470448_P149967781,-5.663,-6.114,-5.545,-5.544,-4.911,-5.811,-5.28,-5.289
C71311755_P110250984,-4.783,-6.285,-5.61,-6.255,-5.108,-5.687,-6.755,-5.287
C95065864_P149044980,-4.987,-5.311,-5.262,-6.507,-4.682,-5.046,-5.622,-5.287
C70952139_P109533382,-5.01,-5.634,-5.728,-6.244,-5.104,-4.721,-5.711,-5.286
C83720007_P130962308,-4.995,-5.274,-4.301,-5.966,-5.561,-4.919,-5.982,-5.283
C70164374_P108156071,-4.028,-6.529,-5.632,-6.881,-4.442,-5.587,-5.524,-5.281
C86517320_P135450443,-5.135,-5.532,-5.448,-5.334,-5.162,-5.454,-4.88,-5.281
C45136385_P68019959,-5.152,-5.837,-4.915,-6.205,-5.148,-5.178,-6.557,-5.28
C97620893_P154752896,-6.004,-4.954,-5.332,-5.663,-5.161,-5.36,-4.21,-5.28
C33701630_P49938442,-5.512,-6.209,-4.895,-5.394,-2.881,-4.186,-5.383,-5.279
C89180300_P139473525,-4.779,-6.319,-5.64,-6.519,-4.539,-4.613,-6.457,-5.277
C87805950_P137338834,-5.886,-5.864,-5.912,-6.253,-5.168,-5.573,-5.639,-5.277
C97618218_P154750728,-5.083,-5.459,-6.291,-6.139,-5.247,-5.407,-5.074,-5.277
C87734427_P137231596,-4.712,-4.94,-5.389,-5.406,-4.647,-5.246,-4.875,-5.276
C87227965_P136498128,-4.586,-5.175,-4.704,-5.702,-4.343,-4.842,-5.027,-5.275
C36963894_P54948983,-4.62,-5.321,-5.942,-6.546,-5.186,-5.336,-5.508,-5.274
C54558149_P82115904,-5.088,-5.655,-5.261,-6.753,-4.591,-5.116,-5.576,-5.272
C86466932_P135381671,-5.299,-5.663,-5.148,-5.708,-4.216,-4.883,-5.017,-5.272
C86324252_P135176279,-4.707,-5.458,-5.55,-6.459,-3.913,-4.671,-4.722,-5.272
C83368861_P130391458,-5.426,-6.234,-5.445,-6.058,-5.436,-4.843,-6.256,-5.27
C93847219_P147063397,-5.089,-5.838,-5.836,-6.291,-5.298,-5.557,-5.981,-5.27
C36826821_P86595903,-4.593,-5.392,-5.777,-6.065,-4.466,-4.761,-5.201,-5.269
C97617934_P154750080,-4.987,-5.581,-5.694,-5.912,-5.207,-6.723,-6.606,-5.268
C49851108_P74512892,-4.731,-5.648,-6.135,-6.796,-4.607,-5.584,-5.587,-5.266
C97640135_P154822924,-4.73,-6.48,-6.02,-7.071,-5.962,-5.646,-6.85,-5.265
C94197877_P147632085,-5.417,-5.207,-5.596,-5.844,-4.818,-4.208,-5.862,-5.264
C50288561_P138036597,-5.853,-5.291,-5.955,-5.39,-5.366,-4.923,-4.523,-5.264
C83471215_P136302541,-4.107,-5.995,-5.405,-5.52,-5.335,-5.087,-5.958,-5.263
C63279936_P97181110,-5.017,-6.769,-5.772,-6.353,-5.738,-5.861,-5.981,-5.261
C86652960_P135658796,-4.434,-4.587,-5.061,-5.101,-4.407,-4.638,-5.1,-5.259
C86604003_P135575427,-4.474,-5.658,-5.689,-5.819,-4.402,-5.241,-5.198,-5.257
C61917964_P94898433,-4.402,-5.393,-5.416,-6.077,-4.766,-4.891,-4.738,-5.257
C88063872_P137733609,-5.546,-5.221,-5.308,-5.995,-4.981,-5.501,-5.395,-5.256
C01704273_P17133926,-5.892,-5.742,-5.764,-6.593,-5.638,-5.613,-5.014,-5.256
C87230239_P136486347,-4.557,-4.927,-4.869,-5.365,-5.538,-5.254,-5.281,-5.255
C34512855_P89587034,-5.49,-6.047,-6.323,-6.248,-6.552,-6.243,-5.256,-5.255
C87839440_P137394101,-5.067,-5.954,-5.765,-6.081,-4.934,-5.999,-5.241,-5.253
C85021270_P133049451,-4.138,-5.598,-5.23,-6.121,-4.744,-4.439,-5.409,-5.252
C94923676_P148789219,-3.443,-5.294,-4.435,-5.526,-3.924,-4.604,-4.864,-5.252
C95070079_P149053272,-4.587,-5.778,-4.69,-5.984,-4.577,-5.147,-5.66,-5.251
C85353129_P133560279,-4.658,-5.339,-4.848,-5.285,-4.739,-4.774,-5.43,-5.251
C53709631_P80751630,-5.451,-6.737,-5.34,-6.677,-5.572,-5.743,-6.399,-5.25
C94666305_P148383725,-5.001,-5.093,-4.916,-6.121,-4.804,-4.757,-5.419,-5.25
C00867114_P128241385,-5.082,-6.258,-5.189,-6.262,-4.883,-5.254,-6.657,-5.248
C61989991_P95108542,-4.035,-5.265,-4.459,-6.14,-4.401,-4.402,-5.266,-5.248
C87010398_P136191032,-5.186,-5.365,-4.842,-5.917,-4.874,-5.73,-6.115,-5.247
C82956929_P129682723,-4.626,-5.5,-6.045,-4.827,-4.599,-5.647,-5.235,-5.247
C83294609_P130218360,-4.406,-5.529,-5.169,-5.113,-4.182,-4.866,-5.061,-5.246
C08443111_P12845655,-4.978,-6.918,-5.605,-4.924,-5.518,-5.097,-5.239,-5.245
C69793335_P107541208,-5.033,-5.629,-5.535,-5.543,-4.672,-4.972,-6.162,-5.243
C86937536_P136119086,-4.937,-5.969,-5.433,-5.597,-5.125,-4.19,-5.034,-5.242
C88869150_P139011806,-4.531,-5.461,-5.496,-5.452,-5.574,-5.412,-6.106,-5.241
C43984585_P66467208,-5.347,-5.858,-5.403,-5.728,-4.505,-4.346,-5.409,-5.241
C83438660_P130505876,-4.852,-5.393,-4.811,-5.693,-5.384,-4.055,-5.38,-5.24
C95761413_P150632382,-4.889,-5.073,-5.054,-4.976,-5.091,-4.842,-5.214,-5.24
C04718817_P24222530,-4.794,-5.647,-5.275,-5.747,-5.335,-5.118,-5.434,-5.237
C02003703_P05486659,-3.318,-5.364,-4.593,-5.525,-4.49,-4.139,-4.71,-5.237
C94217025_P147659970,-5.101,-5.872,-5.884,-6.643,-4.819,-5.46,-6.642,-5.236
C92669068_P145069860,-5.096,-6.145,-5.628,-6.111,-5.962,-5.133,-5.305,-5.236
C97949233_P155518493,-3.492,0,0,-6.84,-5.67,-2.849,-6.531,-5.234
C87201387_P136460528,-4.8,-5.7,-5.797,-6.1,-5.137,-4.603,-5.806,-5.233
C54614815_P82180823,-3.695,-5.722,-5.06,-5.076,-4.052,-3.359,-4.609,-5.233
C85377114_P133585493,-4.892,-4.778,-5.188,-5.515,-5.787,-5.486,-4.597,-5.232
C86145121_P134911728,-4.381,-6.474,-5.219,-6.534,-4.448,-4.924,-6.017,-5.231
C85339464_P133523432,-4.86,-5.617,-4.947,-6.213,-4.909,-5.182,-5.345,-5.231
C12398017_P24315976,-5.683,-6.708,-6.093,-6.587,-6.207,-5.72,-5.98,-5.23
C08431455_P12818887,-5.004,-4.864,-4.672,-5.39,-4.736,-4.183,-5.647,-5.23
C36762875_P86467276,-4.139,-4.96,-5.057,-5.799,-4.684,-5.132,-4.575,-5.23
C86292691_P135118833,-4.581,-5.569,-4.912,-5.745,-5.228,-4.771,-5.453,-5.228
C13718779_P21119116,-4.536,-6.411,-5.587,-5.921,-5.471,-5.295,-6.268,-5.227
C71382776_P110409904,-5.296,-5.979,-6.416,-6.488,-5.651,-5.467,-6.408,-5.226
C20584095_P30851396,-4.16,-5.409,-4.905,-5.326,-4.551,-4.679,-5.476,-5.226
C83098941_P129884301,-4.694,-5.785,-5.323,-6.152,-5.165,-4.754,-4.771,-5.225
C71007443_P128816974,-4.973,-5.083,-4.94,-6.35,-5.176,-4.814,-5.758,-5.224
C66089253_P101672814,-5.614,-6.151,-5.683,-5.69,-6.459,-5.466,-5.111,-5.224
C87792603_P137318409,-5.817,-6.41,-5.496,-6.159,-5.471,-5.651,-5.585,-5.223
C82453638_P128850481,-5.192,-5.172,-4.929,-5.306,-5.179,-4.924,-4.913,-5.221
C88080838_P137759101,-4.467,-5.935,-5.627,-6.451,-5.084,-4.649,-5.497,-5.22
C49976330_P74731606,-4.574,-5.583,-5.025,-6.228,-4.902,-5.474,-5.037,-5.22
C70293066_P108365809,-4.787,-6.406,-5.501,-6.691,-5.227,-5.334,-5.014,-5.219
C40449716_P61403455,-5.021,-5.544,-5.077,-5.653,-4.512,-4.189,-4.875,-5.219
C70588033_P108876402,-4.565,-5.183,-4.727,-5.804,-4.809,-4.891,-4.782,-5.218
C55058594_P154030536,-4.493,-6.497,-5.652,-6.175,-5.128,-4.672,-6.057,-5.217
C86985269_P136151823,-5.47,-6.435,-5.737,-5.815,-5.398,-5.558,-6.124,-5.216
C27939515_P41218136,-3.895,-5.12,-4.48,-5.442,-4.078,-4.042,-5.558,-5.214
C83775971_P137541619,-4.976,-5.009,-5.33,-5.743,-4.891,-5.459,-4.96,-5.214
C82533812_P128978858,-4.753,-6.017,-5.914,-6.228,-5.649,-5.055,-6.055,-5.213
C16194484_P24515029,-4.612,-5.587,-5.088,-6.076,-4.374,-3.889,-5.427,-5.211
C87205063_P136451060,-4.095,-5.661,-5.013,-5.452,-4.565,-4.887,-5.204,-5.21
C88689423_P138722708,-5.018,-6.215,-5.894,-6.269,-4.911,-4.934,-5.929,-5.209
C97619520_P154729659,-4.527,-5.798,-5.048,-6.74,-5.349,-5.537,-5.629,-5.207
C94517513_P148166518,-4.809,-4.997,-5.58,-5.502,-4.728,-5.156,-4.501,-5.205
C83554151_P130694998,-5.162,-5.665,-5.53,-5.754,-4.761,-5.147,-5.783,-5.202
C62755438_P96303119,-5.403,-5.606,-5.456,-5.141,-4.275,-5.251,-5.564,-5.2
C85318279_P133491982,-3.914,-4.971,-4.681,-5.413,-4.632,-4.334,-5.101,-5.2
C88037507_P137695181,-4.498,-5.656,-5.206,-5.666,-4.759,-4.606,-6.123,-5.199
C50618485_P75705534,-4.912,-6.346,-5.802,-6.23,-5.018,-5.509,-6.178,-5.198
C48626237_P72681421,-5.357,-5.546,-5.536,-5.983,-5.812,-5.261,-5.704,-5.198
C69761800_P107477480,-4.042,-5.499,-4.81,-6.112,-4.645,-4.23,-5.26,-5.196
C62957876_P96636177,-5.071,-5.207,-5.234,-6.307,-4.876,-4.567,-6.993,-5.193
C63541088_P97578877,-5.235,-6.603,-6.38,-6.404,-5.284,-4.463,-6.901,-5.192
C83118525_P129931183,-5.414,-5.336,-4.952,-5.977,-4.49,-4.948,-5.407,-5.191
C85318190_P133491807,-5.159,-5.548,-5.634,-6.451,-4.23,-4.654,-4.97,-5.191
C36923470_P54885803,-4.437,-5.476,-4.885,-5.673,-4.201,-4.452,-5.495,-5.185
C61819271_P94701488,-4.73,-5.99,-5.35,-6.375,-4.633,-4.487,-5.361,-5.184
C83823783_P131129644,-4.655,-5.308,-5.111,-5.173,-5.166,-4.482,-5.473,-5.183
C82606100_P129104603,-4.982,-4.838,-4.635,-4.713,-5.601,-4.74,-4.962,-5.181
C85318328_P133492172,-4.647,-5.481,-5.222,-5.605,-5.292,-5.098,-5.701,-5.18
C88473340_P138384966,-4.594,-4.777,-4.181,-5.749,-5.24,-4.47,-5.15,-5.18
C88766356_P138852446,-5.589,-6.226,-5.968,-5.624,-5.123,-5.642,-5.038,-5.18
C83718955_P130961254,-4.584,-5.529,-4.641,-5.529,-5.141,-4.866,-5.374,-5.179
C69944915_P107805805,-4.928,-5.086,-4.842,-5.18,-3.463,-4.743,-5.031,-5.175
C79681330_P131020272,-4.103,-5.117,-5.263,-5.316,-5.17,-4.697,-5.005,-5.175
C36514569_P54278082,-3.637,-5.868,-4.456,-5.723,-5.612,-4.819,-4.339,-5.171
C94312350_P147813222,-5.007,-5.758,-5.446,-6.526,-4.79,-6.018,-5.511,-5.169
C65347570_P100453786,-5.581,-5.547,-6.247,-6.283,-4.921,-5.572,-5.737,-5.167
C94284961_P147771002,-4.841,-4.78,-5.124,-5.188,-4.095,-4.853,-4.993,-5.167
C12635667_P18579043,-4.652,-5.63,-5.559,-6.332,-2.549,-6.124,-5.838,-5.166
C33339075_P89705024,-4.152,-5.947,0,-5.314,-5.21,-4.344,-4.967,-5.166
C85761877_P134254433,-5.362,-5.233,-5.589,-5.902,-4.56,-5.613,-5.131,-5.165
C08970276_P13775585,-5.328,-5.564,-5.449,-6.388,-5.564,-5.42,-4.089,-5.165
C85318643_P133492788,-4.731,-5.324,-5.492,-5.783,-5.018,-5.312,-5.3,-5.16
C20590550_P30715957,-4.972,-5.332,-5.315,-5.082,-4.603,-5.498,-4.9,-5.16
C94544272_P148200410,-5.592,-5.1,-5.516,-6.121,-5.709,-5.476,-4.933,-5.158
C87554055_P136945869,-3.968,-5.865,-4.489,-4.773,-4.419,-4.568,-4.815,-5.157
C43664684_P66010902,-4.618,-5.789,-5.694,-5.712,-5.419,-6.433,-5.309,-5.156
C94501716_P148122213,-5.016,-6.193,-6.122,-6.021,-4.542,-5.131,-6.102,-5.154
C65348188_P150071175,-6.036,-6.196,-6.284,-6.085,-4.902,-5.698,-5.424,-5.154
C93470199_P146365181,-5.976,-5.115,-5.569,-7.243,-4.821,-5.802,-6.043,-5.15
C71416212_P110502268,-4.42,-5.787,-5.607,-5.388,-4.836,-4.622,-5.433,-5.15
C83869790_P131205891,-5.055,-6.076,-4.974,-6.171,-4.778,-4.903,-5.182,-5.144
C33577157_P152808238,-4.749,-6.983,-5.03,-5.751,-3.696,-4.197,-5.133,-5.144
C87580040_P137000604,-4.268,-4.624,-4.573,-5.617,-5.007,-5.093,-4.78,-5.144
C84438979_P132129438,-4.299,-5.782,-5.643,-6.009,-4.729,-4.965,-6.022,-5.143
C86009520_P134672106,-4.546,-6.321,-5.179,-5.607,-5.687,-5.106,-6.074,-5.142
C71005802_P143333725,-4.825,-5.436,-4.633,-6.289,-4.429,-4.885,-5.567,-5.142
C98213673_P156188437,-4.449,-5.572,-5.726,-6.006,-4.863,-5.098,-5.412,-5.142
C28130941_P41410806,-4.857,-4.807,-5.379,-4.786,-4.775,-5.257,-5.523,-5.14
C15776614_P60937208,-4.036,-5.623,-4.88,-5.605,-5,-5.044,-5.334,-5.137
C89190390_P139486737,-5.418,-5.988,-5.412,-6.569,-5.566,-6.291,-5.111,-5.137
C52291364_P78290704,-4.116,-5.25,-5.039,-5.13,-4.209,-4.83,-5.108,-5.137
C79659690_P124452548,-5.408,-6.007,-5.787,-6.417,-6.035,-5.536,-5.958,-5.136
C71778157_P111226221,-4.421,-4.568,-4.307,-5.346,-5.075,-4.708,-4.823,-5.136
