ZINC_ID, docking_score,Flag
P29472326,-4.713,0
P21819070,-4.712,0
C39911567_P61501024,-4.71,0
P143480430,-4.71,0
C33392523_P49453386,-4.709,0
P49884841,-4.708,0
C98351673_P156426350,-4.707,0
P10100609,-4.706,0
P04513298,-4.704,0
C73836723_P115007732,-4.703,0
P134931664,-4.703,0
P140546988,-4.703,0
P155545395,-4.701,0
P19856816,-4.701,0
P46172298,-4.7,0
C13841693_P21319909,-4.699,0
P156201812,-4.699,0
P56444809,-4.699,0
C40551407_P61582659,-4.696,0
C35465647_P52624441,-4.695,0
C21078163_P31480402,-4.694,0
P54391763,-4.694,0
P60217984,-4.693,0
C86102932_P134818828,-4.692,0
P13517198,-4.692,0
C97970463_P155585032,-4.69,0
C24957395_P36945718,-4.69,0
P13535674,-4.69,0
P10279995,-4.689,0
C02369767_P54351468,-4.686,0
P136826204,-4.686,0
P144532291,-4.685,0
C09458424_P30229070,-4.684,0
C87993128_P137628603,-4.682,0
C32535724_P48057317,-4.682,0
P60193973,-4.682,0
C16357535_P86179621,-4.681,0
P147555826,-4.68,0
P49450251,-4.68,0
C86263502_P135083731,-4.679,0
C92012845_P144060689,-4.678,0
P04661886,-4.678,0
C36715766_P58822593,-4.677,0
P13370071,-4.677,0
P109091359,-4.676,0
C33275578_P49208259,-4.675,0
C20905845_P31259979,-4.673,0
C20432761_P30449580,-4.673,0
P136346351,-4.673,0
C02805049_P09632153,-4.672,0
C58997097_P89357513,-4.671,0
C39898267_P112137197,-4.671,0
C09409200_P76817716,-4.669,0
C88037408_P137700438,-4.669,0
P89769524,-4.669,0
C20424547_P30444636,-4.668,0
C37258749_P59320418,-4.667,0
C77270821_P120547326,-4.667,0
P156221966,-4.667,0
C66200694_P101819400,-4.666,0
P155657765,-4.664,0
P56181225,-4.662,0
P65831763,-4.66,0
C35484664_P52653878,-4.659,0
C98218587_P156205537,-4.657,0
P11013171,-4.655,0
P72451875,-4.652,0
P99850967,-4.652,0
P155503121,-4.651,0
C33771579_P50045031,-4.65,0
C57820242_P86973539,-4.649,0
C04390974_P152633594,-4.648,0
P152749196,-4.648,0
C20839606_P31103350,-4.647,0
P55486965,-4.645,0
C08864660_P13713839,-4.642,0
P15521225,-4.639,0
C70878702_P109416147,-4.637,0
P147636830,-4.637,0
P140449812,-4.636,0
P51773887,-4.635,0
P75304404,-4.635,0
P122388354,-4.634,0
P54398234,-4.633,0
P155777684,-4.632,0
C30168313_P44339901,-4.63,0
C98228764_P156225651,-4.63,0
C15899156_P24014716,-4.628,0
P89502375,-4.628,0
C98218536_P156206256,-4.626,0
P06352222,-4.626,0
P52651499,-4.626,0
C02171774_P09224912,-4.625,0
P66858347,-4.625,0
P108062176,-4.624,0
P24865512,-4.621,0
P148564408,-4.62,0
P152317041,-4.62,0
C33515771_P49645082,-4.619,0
P137825315,-4.619,0
P80074218,-4.617,0
C08818409_P29859686,-4.616,0
P138298313,-4.613,0
C21011706_P31381995,-4.612,0
C33759167_P50022481,-4.612,0
P134193464,-4.612,0
P83791369,-4.61,0
C40184384_P60984295,-4.609,0
P144329250,-4.609,0
P147980920,-4.609,0
P37931953,-4.609,0
C36304001_P152393785,-4.607,0
C19524076_P28902172,-4.605,0
C36830566_P54733768,-4.604,0
P135630297,-4.604,0
C19593952_P156193172,-4.603,0
P31231994,-4.603,0
P52948416,-4.603,0
C10265589_P15608675,-4.602,0
C38705918_P61582496,-4.602,0
P33920951,-4.602,0
C98047211_P155779223,-4.601,0
C20233274_P30145055,-4.6,0
C35765338_P53081693,-4.6,0
C62669218_P96139693,-4.6,0
P155251335,-4.6,0
P30754906,-4.6,0
P53846042,-4.6,0
P56809558,-4.599,0
P90041640,-4.599,0
C72993675_P113598804,-4.598,0
P148762548,-4.598,0
C36514636_P54288627,-4.597,0
C40207493_P61032960,-4.596,0
P13230379,-4.596,0
P100630671,-4.595,0
P133108730,-4.595,0
C96379571_P152080500,-4.594,0
P155876930,-4.594,0
C71927836_P111605344,-4.589,0
C20909798_P31266005,-4.589,0
P12565079,-4.589,0
P19857003,-4.589,0
P54867865,-4.589,0
C35484732_P52663217,-4.588,0
C08837177_P30132082,-4.587,0
C81674049_P127431376,-4.586,0
P107077085,-4.586,0
C24294252_P36011606,-4.584,0
C23231792_P34486362,-4.583,0
C35484734_P52663225,-4.583,0
C33376017_P49419936,-4.581,0
C33766318_P50033414,-4.581,0
C39443175_P59782884,-4.58,0
P112087543,-4.579,0
C24081335_P35709504,-4.577,0
C33759909_P50025621,-4.576,0
P109028780,-4.575,0
P66817228,-4.573,0
C00706977_P154196936,-4.572,0
P156206714,-4.569,0
C12883233_P18924349,-4.567,0
C67640921_P103853864,-4.567,0
P107531970,-4.567,0
P94764154,-4.567,0
C78758852_P122938135,-4.566,0
C21084001_P31488220,-4.566,0
P153106770,-4.566,0
C20263363_P30181018,-4.565,0
C20910819_P31253722,-4.565,0
P22322219,-4.564,0
C96319319_P151906931,-4.563,0
C94883962_P148726871,-4.563,0
C21077152_P31479031,-4.561,0
P53501027,-4.561,0
P138096296,-4.56,0
C21075965_P31477296,-4.559,0
P23789484,-4.559,0
P121655359,-4.555,0
C71916559_P111584531,-4.552,0
P17530395,-4.551,0
P31642502,-4.551,0
C36346397_P152411452,-4.549,0
P151832071,-4.545,0
C20219696_P30117454,-4.544,0
P18926842,-4.544,0
C33759166_P50022480,-4.543,0
C58341960_P98705588,-4.542,0
P112619006,-4.542,0
C33767658_P50035276,-4.541,0
C05321331_P52495927,-4.541,0
C22835972_P90647284,-4.54,0
P52694414,-4.54,0
C33813316_P50104943,-4.539,0
P53057388,-4.539,0
C21083813_P31488069,-4.537,0
C13127574_P105643798,-4.536,0
C21084209_P31472128,-4.534,0
P138696954,-4.534,0
P104216964,-4.533,0
P105267010,-4.533,0
C49167895_P73431619,-4.531,0
P149899959,-4.531,0
P30042843,-4.531,0
P53860840,-4.531,0
C38509289_P58275648,-4.529,0
P49328318,-4.529,0
C33139348_P49032522,-4.527,0
C69593428_P107108709,-4.526,0
C98218533_P156205476,-4.526,0
P152157122,-4.526,0
P64797650,-4.526,0
C24566069_P87676694,-4.525,0
C24081078_P35710977,-4.524,0
P155603582,-4.524,0
P148266516,-4.52,0
P17744591,-4.52,0
P75382682,-4.52,0
C20280656_P30212405,-4.519,0
P54710411,-4.517,0
C94661195_P148378753,-4.516,0
C20600302_P30732311,-4.516,0
C38706071_P61582655,-4.513,0
C24145519_P35802246,-4.512,0
C20909929_P31266276,-4.512,0
C98347997_P156420929,-4.511,0
P137563515,-4.511,0
P52343049,-4.511,0
P151808265,-4.509,0
C98042937_P155767245,-4.507,0
P100377296,-4.506,0
P109032165,-4.506,0
P133544368,-4.506,0
P17927636,-4.503,0
C21899987_P32603604,-4.5,0
C79361285_P123947827,-4.5,0
P99634078,-4.5,0
P22073494,-4.499,0
P89973894,-4.499,0
C32535725_P48057319,-4.498,0
P13544134,-4.498,0
P139532695,-4.498,0
C84104732_P131591336,-4.497,0
C38509246_P58275563,-4.497,0
P73217606,-4.497,0
C95049497_P149008421,-4.493,0
P87966023,-4.493,0
C33480207_P49591074,-4.492,0
C35484158_P52666479,-4.492,0
C33429688_P49510018,-4.492,0
P155877053,-4.492,0
C33366587_P49400607,-4.491,0
C20262775_P30180314,-4.49,0
P83018026,-4.49,0
P56624043,-4.489,0
C20578721_P30714674,-4.488,0
C66200342_P101819048,-4.488,0
C19760507_P133654670,-4.486,0
P51848474,-4.486,0
P54277410,-4.486,0
C94263500_P147732179,-4.485,0
P20886201,-4.485,0
P23647836,-4.485,0
C03617958_P09845437,-4.484,0
C40192559_P60998901,-4.483,0
C20833922_P31106739,-4.482,0
P123206998,-4.482,0
C66199809_P101819600,-4.48,0
P20646358,-4.477,0
C66198655_P101817310,-4.476,0
P87388816,-4.476,0
C64742715_P99467749,-4.475,0
C53746110_P120491151,-4.474,0
C98043578_P155768238,-4.474,0
P07320649,-4.474,0
C97995813_P155646164,-4.473,0
C39911711_P60558630,-4.473,0
P106583497,-4.473,0
C76045430_P118612070,-4.471,0
P108652505,-4.471,0
P137930446,-4.471,0
C32535719_P48057308,-4.468,0
P99018585,-4.468,0
C91859348_P143811920,-4.466,0
P07961660,-4.464,0
C36313416_P151643298,-4.463,0
C35275100_P52337606,-4.463,0
P51699666,-4.463,0
P94694913,-4.463,0
C98228949_P156225885,-4.462,0
C27666319_P40796202,-4.46,0
C96089089_P151354566,-4.458,0
P54372669,-4.457,0
P90732260,-4.457,0
C05445538_P29358526,-4.453,0
C20905228_P31258630,-4.452,0
C02531814_P38089858,-4.452,0
C33528248_P49669308,-4.452,0
P25578069,-4.452,0
P64797644,-4.452,0
C38574144_P97345391,-4.451,0
C97548619_P154578119,-4.45,0
C20280653_P30212400,-4.45,0
P10282651,-4.45,0
P56280763,-4.45,0
C28227578_P41590418,-4.449,0
P144877310,-4.447,0
P49269951,-4.445,0
P150522235,-4.443,0
C85098025_P133173254,-4.442,0
P108435096,-4.44,0
P147454755,-4.44,0
P65839622,-4.44,0
P128010639,-4.438,0
P16655392,-4.437,0
P30063305,-4.435,0
C21128169_P31535396,-4.434,0
P155784226,-4.434,0
P54866821,-4.434,0
P45221216,-4.433,0
C20308938_P30259023,-4.431,0
P30116265,-4.43,0
P42396363,-4.43,0
C36500845_P54267687,-4.428,0
C50677868_P75796922,-4.426,0
P126237065,-4.426,0
C20832889_P31105719,-4.425,0
P136317330,-4.425,0
C20837948_P31110065,-4.423,0
C65246414_P152118043,-4.423,0
P49727099,-4.42,0
C53319344_P155527341,-4.418,0
C02986756_P09513118,-4.414,0
C98017937_P155687253,-4.414,0
P109052220,-4.413,0
P148394259,-4.413,0
P28995853,-4.413,0
P146741114,-4.41,0
P54329404,-4.41,0
C20578745_P30714700,-4.409,0
P106191317,-4.409,0
P52203112,-4.409,0
P56795135,-4.408,0
P79923741,-4.408,0
C35567806_P52786975,-4.407,0
C35567806_P52785184,-4.407,0
P125197232,-4.407,0
P63604841,-4.407,0
P30886437,-4.406,0
P33690911,-4.406,0
P96732608,-4.406,0
C04417298_P09126672,-4.405,0
P30241572,-4.405,0
P134769341,-4.404,0
P54901032,-4.404,0
C58157151_P87713976,-4.402,0
C02615872_P19781063,-4.402,0
C06195410_P09604210,-4.402,0
C91396233_P143007881,-4.401,0
C20219717_P105643841,-4.401,0
C13210900_P60208145,-4.4,0
C09041765_P29859850,-4.399,0
P09151168,-4.399,0
P14182733,-4.399,0
P63910630,-4.399,0
C36595340_P54401395,-4.398,0
P89503013,-4.398,0
P24919271,-4.397,0
P29850727,-4.397,0
C36304948_P152393724,-4.396,0
C05355619_P156221734,-4.396,0
P112166794,-4.396,0
P34994489,-4.393,0
C96797702_P153048436,-4.392,0
Active_36,-4.392,1
C16918348_P25477213,-4.391,0
C25675004_P37932673,-4.39,0
C19881399_P29552326,-4.389,0
C34917444_P51835972,-4.388,0
C36308323_P53968396,-4.387,0
C06229189_P90776937,-4.385,0
C19881395_P29552316,-4.382,0
P134770100,-4.382,0
P22130537,-4.382,0
C98218610_P156205560,-4.381,0
C66200518_P101819224,-4.381,0
C00108720_P06503164,-4.38,0
P36063009,-4.38,0
C88678031_P138707440,-4.378,0
C33530394_P49667913,-4.378,0
P134930545,-4.378,0
P148482227,-4.377,0
C24081244_P35710509,-4.374,0
P27109222,-4.374,0
P60060465,-4.374,0
C03984118_P04984618,-4.372,0
P56726866,-4.372,0
C33766202_P50033629,-4.37,0
P88225466,-4.37,0
C12556997_P20728922,-4.369,0
P18912396,-4.369,0
P23654393,-4.369,0
C22998748_P34145199,-4.368,0
Active_38,-4.368,1
C97990873_P155628892,-4.367,0
C08857379_P13699857,-4.365,0
C41539560_P62955266,-4.365,0
C04231924_P156212594,-4.364,0
P56660162,-4.364,0
C09334050_P30130403,-4.363,0
C20909910_P31266264,-4.363,0
P109050555,-4.363,0
P155689477,-4.363,0
P79826183,-4.363,0
C00304803_P05692823,-4.362,0
C35681976_P52970257,-4.362,0
P109359710,-4.362,0
P133605077,-4.361,0
P156184180,-4.359,0
P58352108,-4.359,0
P151154985,-4.358,0
P65674233,-4.358,0
C94443063_P148023574,-4.357,0
C75877031_P118264365,-4.356,0
P14736851,-4.355,0
C20834921_P31107794,-4.354,0
C22928431_P66138990,-4.353,0
P11875402,-4.353,0
P156205511,-4.353,0
C20837804_P90910434,-4.352,0
C20149753_P29989457,-4.35,0
P20802871,-4.35,0
C98218611_P156205561,-4.347,0
P18501660,-4.346,0
C32768627_P51763012,-4.345,0
P61448630,-4.345,0
C04004732_P56691265,-4.344,0
P108062173,-4.342,0
P30397782,-4.342,0
C20231668_P30136352,-4.337,0
P104265860,-4.337,0
C57863657_P87058443,-4.336,0
C59075310_P89537508,-4.336,0
P29802148,-4.334,0
C20135096_P29971096,-4.333,0
P91632008,-4.332,0
C39828086_P60432572,-4.331,0
P135479134,-4.33,0
P61835725,-4.33,0
P05538582,-4.328,0
C20905123_P31218895,-4.327,0
C12625453_P155641173,-4.326,0
C20832929_P31105763,-4.325,0
C34782323_P130270463,-4.325,0
P143486826,-4.322,0
C17319681_P25995453,-4.321,0
P14245769,-4.321,0
P155760800,-4.321,0
C08818167_P29447813,-4.317,0
P144608279,-4.317,0
C38718374_P58625076,-4.315,0
C32824402_P48625633,-4.313,0
C65031119_P99927159,-4.313,0
C20051669_P57427331,-4.313,0
C97969019_P155581404,-4.313,0
P136824460,-4.313,0
P143485880,-4.313,0
P90777536,-4.309,0
C97970951_P155586910,-4.308,0
P32414666,-4.307,0
C22931179_P34047883,-4.303,0
C57355787_P86106889,-4.303,0
C94362123_P147892227,-4.301,0
C96108302_P151390205,-4.301,0
P111236053,-4.299,0
C09177073_P105658123,-4.298,0
P151287227,-4.297,0
C01848897_P09348595,-4.295,0
C32535767_P48057407,-4.295,0
P18303714,-4.292,0
C14531135_P22210080,-4.29,0
C08904955_P105643601,-4.29,0
P31210887,-4.288,0
P56925356,-4.288,0
P89503024,-4.288,0
C79231939_P123725838,-4.287,0
C08905484_P109878598,-4.287,0
C71896595_P111553769,-4.287,0
P108111045,-4.287,0
P148485008,-4.285,0
C33475464_P49578126,-4.284,0
P15231337,-4.284,0
C95948844_P156430599,-4.282,0
C34920933_P51835403,-4.282,0
P22120381,-4.282,0
C03210813_P96197556,-4.28,0
P15092917,-4.28,0
P54261522,-4.28,0
C33515747_P49644155,-4.279,0
P53518737,-4.278,0
C09010176_P29336370,-4.277,0
C20838037_P31091701,-4.276,0
C05150745_P09654593,-4.275,0
P53860852,-4.274,0
P60807038,-4.274,0
P19873103,-4.273,0
C66200611_P101819317,-4.272,0
P07348877,-4.272,0
P139750570,-4.272,0
P09347262,-4.27,0
C09244052_P29468590,-4.269,0
C35275899_P52338465,-4.267,0
C20836244_P31108868,-4.267,0
C48633207_P72707811,-4.266,0
C98229719_P156227693,-4.266,0
P14545172,-4.266,0
P156205228,-4.266,0
P29253978,-4.264,0
P60815277,-4.261,0
P76947564,-4.26,0
P94194521,-4.258,0
C80838296_P126220725,-4.256,0
C88677211_P138700778,-4.255,0
P58228598,-4.254,0
C49431372_P73811507,-4.253,0
C24216870_P35926602,-4.251,0
C20578727_P30714681,-4.25,0
C91252305_P142719711,-4.25,0
C71279573_P110188207,-4.249,0
C06599576_P56711868,-4.248,0
C12525919_P126556362,-4.246,0
P57293921,-4.244,0
P62030138,-4.244,0
P57376180,-4.243,0
C67004045_P102965546,-4.242,0
C20393258_P30386362,-4.24,0
P48068005,-4.239,0
C36307228_P152393799,-4.237,0
C38705792_P61582394,-4.235,0
P19465898,-4.234,0
P99246470,-4.229,0
C88193003_P137941278,-4.228,0
C88128412_P137832175,-4.228,0
C96990570_P153506621,-4.226,0
P90575405,-4.225,0
C67283923_P103361072,-4.224,0
C33309688_P152664345,-4.223,0
P11578612,-4.221,0
C24116240_P35773641,-4.219,0
C51002866_P92049653,-4.219,0
C98218558_P156205508,-4.218,0
C32617540_P48313974,-4.216,0
C20905881_P31253296,-4.215,0
C73836773_P115007876,-4.215,0
C02863489_P155882076,-4.214,0
P09727503,-4.214,0
P103912534,-4.213,0
P66854899,-4.213,0
C77319571_P120626915,-4.209,0
C20905875_P31253284,-4.208,0
C09156119_P14044870,-4.205,0
C78869022_P123090182,-4.204,0
P133272797,-4.204,0
P54266264,-4.202,0
P148484836,-4.198,0
P89378760,-4.197,0
C84025620_P131455139,-4.195,0
C66437573_P156014154,-4.193,0
P152329692,-4.191,0
P60451447,-4.191,0
P73555314,-4.191,0
P114264837,-4.19,0
C23157894_P34369542,-4.187,0
C57380558_P86152674,-4.186,0
C09007584_P105643237,-4.185,0
C73836754_P115007583,-4.184,0
C08901463_P109888918,-4.182,0
C20219709_P105643813,-4.18,0
C00697315_P49315437,-4.18,0
C32535741_P48057349,-4.18,0
C57748560_P86828737,-4.179,0
P108100690,-4.178,0
C40202172_P61022704,-4.177,0
P60219805,-4.176,0
P112316812,-4.175,0
C33758369_P50021793,-4.174,0
C34921352_P51835838,-4.174,0
P148597798,-4.174,0
C29090002_P44591365,-4.172,0
C14654303_P22378765,-4.171,0
P153547277,-4.168,0
C12258974_P37649612,-4.167,0
Active_37,-4.167,1
C97422699_P154298763,-4.165,0
P34381889,-4.165,0
P12841598,-4.162,0
P52435992,-4.155,0
C32101596_P101994111,-4.154,0
C71876624_P111508218,-4.154,0
P151634957,-4.154,0
P33555507,-4.154,0
C36693981_P58788885,-4.151,0
P152456773,-4.149,0
C19723269_P29257615,-4.148,0
C39911535_P60558340,-4.146,0
P15238550,-4.146,0
P58352537,-4.145,0
C35275229_P52337741,-4.141,0
C09442462_P14631314,-4.14,0
C96379594_P152080505,-4.14,0
C39827602_P60432088,-4.14,0
P108596745,-4.139,0
C09157151_P14046322,-4.138,0
C65403264_P100576173,-4.138,0
C67596371_P103795987,-4.138,0
C33131404_P49019911,-4.136,0
P109922156,-4.135,0
P54356246,-4.133,0
P34656437,-4.131,0
C98042949_P155767256,-4.13,0
C14671702_P22397842,-4.13,0
P53459710,-4.13,0
C61518107_P94194894,-4.128,0
P06815222,-4.128,0
C97573415_P154638917,-4.127,0
C41092660_P62366008,-4.126,0
C23231795_P34486365,-4.124,0
C20424535_P30444607,-4.123,0
C20219725_P108670593,-4.121,0
C33555011_P49713311,-4.119,0
P19913401,-4.116,0
C06565212_P117219578,-4.115,0
C21963300_P87777353,-4.11,0
P32228519,-4.104,0
C27666143_P40796282,-4.1,0
P134929892,-4.1,0
P94212620,-4.1,0
C95995675_P151183662,-4.097,0
P102016377,-4.095,0
P60692968,-4.094,0
C06863067_P156226893,-4.093,0
C96925385_P153400925,-4.092,0
P155686470,-4.091,0
C16912507_P25471059,-4.09,0
P135595123,-4.087,0
P56705554,-4.086,0
C39864857_P60487587,-4.085,0
C86287144_P135132620,-4.084,0
C09465845_P14502711,-4.083,0
P156205391,-4.082,0
P14622171,-4.081,0
C20424164_P30443578,-4.08,0
P51867562,-4.08,0
P109060959,-4.079,0
P155766448,-4.079,0
C02806107_P50080969,-4.074,0
P13634709,-4.073,0
C39911708_P61501408,-4.072,0
C33813493_P56896591,-4.069,0
P22518482,-4.069,0
C93012796_P145609855,-4.067,0
C88675981_P138697194,-4.064,0
C97953022_P155534388,-4.063,0
P22654578,-4.063,0
C33627871_P49818726,-4.062,0
P09257341,-4.061,0
P53480797,-4.059,0
P155614620,-4.057,0
Active_33,-4.057,1
C36680128_P58751536,-4.056,0
P89596629,-4.056,0
C39975255_P60664172,-4.055,0
P131830641,-4.055,0
P124339377,-4.054,0
P55985648,-4.054,0
P137585111,-4.052,0
C43775253_P66162128,-4.051,0
C33515767_P49645078,-4.047,0
C13141737_P154697499,-4.045,0
C19952905_P29694579,-4.045,0
P07649499,-4.045,0
C33758265_P50021779,-4.044,0
C08442506_P12871862,-4.042,0
C08439759_P12781907,-4.041,0
P153189008,-4.039,0
P154394620,-4.036,0
P147653202,-4.035,0
P91399090,-4.035,0
C16915339_P28751133,-4.034,0
P60182368,-4.034,0
P146693861,-4.033,0
C13522348_P83568465,-4.031,0
C03428788_P09778205,-4.029,0
P31437378,-4.027,0
C36637139_P91924579,-4.024,0
C20149708_P108670496,-4.022,0
P156207228,-4.021,0
C35484287_P52653140,-4.02,0
P135473779,-4.019,0
P154712083,-4.015,0
C61718794_P94535209,-4.012,0
C09272732_P54327769,-4.011,0
P67866924,-4.011,0
P12658024,-4.008,0
P54277404,-4.008,0
C98218778_P156205753,-4.006,0
C33515774_P49645085,-4.005,0
P14516317,-4.005,0
C96472168_P152350388,-4.004,0
P138791725,-4.004,0
C01451556_P155573942,-4.003,0
P85712764,-4.003,0
P55985628,-4.001,0
P142891714,-3.998,0
C98225849_P156219889,-3.99,0
C24081254_P35711063,-3.99,0
P99398374,-3.987,0
P26603685,-3.986,0
C54624718_P82201615,-3.985,0
C24334123_P36057361,-3.984,0
P54277235,-3.984,0
P90628536,-3.983,0
P133285922,-3.98,0
P156250309,-3.98,0
P151634953,-3.979,0
C09375130_P29883561,-3.978,0
C24885471_P36829864,-3.977,0
C75876964_P118264298,-3.976,0
P144024875,-3.974,0
C72400529_P112616482,-3.973,0
C35342243_P52437433,-3.973,0
P13656572,-3.969,0
P151798663,-3.968,0
P155736172,-3.967,0
C19079093_P54229598,-3.962,0
P89354596,-3.961,0
P130006543,-3.958,0
P22363167,-3.958,0
C20676046_P30871194,-3.956,0
P31019747,-3.954,0
C19723270_P29257616,-3.951,0
C04529163_P90777268,-3.951,0
C22023763_P32776174,-3.951,0
C34691463_P51479645,-3.95,0
C98218471_P156205396,-3.949,0
P15832014,-3.948,0
C33773525_P50043995,-3.947,0
C97959681_P155554818,-3.947,0
P05340833,-3.943,0
P153828911,-3.943,0
P18981532,-3.94,0
C97969513_P155582364,-3.938,0
P34760813,-3.937,0
P155666874,-3.936,0
P53430023,-3.934,0
P74841104,-3.934,0
P140453412,-3.929,0
P37932001,-3.928,0
P136902099,-3.926,0
P87378511,-3.923,0
P54393345,-3.921,0
C48893911_P73050389,-3.92,0
P155553538,-3.92,0
C94263351_P147732030,-3.919,0
C77899436_P121575334,-3.918,0
P136201733,-3.917,0
P151815943,-3.917,0
P138417392,-3.915,0
C49449007_P73835734,-3.913,0
C59735544_P91038413,-3.911,0
P04703481,-3.91,0
P151815947,-3.91,0
C67902545_P104253444,-3.908,0
C06879051_P56762373,-3.907,0
C86674487_P135687703,-3.901,0
P18897659,-3.901,0
C44563817_P67250852,-3.9,0
P21546110,-3.9,0
P155540674,-3.898,0
P97042708,-3.896,0
P22905073,-3.895,0
C49449007_P73831375,-3.893,0
P136885177,-3.891,0
C97966967_P155573044,-3.889,0
P19938196,-3.889,0
P18481004,-3.887,0
P140963145,-3.884,0
P57058797,-3.884,0
P52385205,-3.879,0
C44909491_P67700012,-3.878,0
P74841077,-3.878,0
C33555018_P49713837,-3.877,0
P148484789,-3.875,0
C12633176_P18595274,-3.871,0
P54348297,-3.871,0
C38575338_P58392604,-3.869,0
P37924805,-3.869,0
P144870198,-3.867,0
P151207451,-3.867,0
P156205524,-3.866,0
C36512556_P54288270,-3.865,0
C22749302_P33802038,-3.865,0
P30189745,-3.862,0
C22841429_P90649523,-3.861,0
P77415391,-3.859,0
C17399508_P26147187,-3.858,0
P111919098,-3.858,0
C39898299_P61471192,-3.857,0
C08386795_P12679629,-3.855,0
P05115553,-3.855,0
C67317267_P103412780,-3.853,0
C66200661_P101819367,-3.853,0
C20675655_P30870661,-3.852,0
C33490611_P154531985,-3.847,0
C65025302_P99912780,-3.84,0
C25393083_P37539812,-3.838,0
P18901207,-3.838,0
C36693570_P58788127,-3.836,0
C33532927_P49672634,-3.831,0
C13772824_P90039280,-3.831,0
C73836720_P115007719,-3.826,0
P15526259,-3.826,0
P59785168,-3.826,0
C36310706_P53953622,-3.825,0
C20191507_P30065260,-3.82,0
C33509806_P49640042,-3.817,0
P13517199,-3.807,0
P57365125,-3.806,0
C39617172_P60061294,-3.805,0
C39912736_P60559983,-3.799,0
P141950788,-3.798,0
P138919409,-3.795,0
C04000209_P57376827,-3.794,0
C20037901_P29815313,-3.792,0
C09373691_P29883695,-3.79,0
C21076996_P31478801,-3.789,0
C93413259_P146291321,-3.787,0
C72394172_P112584976,-3.786,0
C20906720_P31261935,-3.785,0
C33038452_P48897235,-3.785,0
C20190382_P30065178,-3.785,0
C35081808_P52078717,-3.778,0
C96040655_P151270051,-3.778,0
C97967147_P155573970,-3.771,0
C89887160_P140498026,-3.769,0
C40851934_P62021883,-3.769,0
C05906844_P30617939,-3.762,0
P130144264,-3.762,0
C09270997_P105673369,-3.759,0
P103429896,-3.759,0
C24081418_P35711172,-3.758,0
C20083573_P29884300,-3.758,0
P58220263,-3.756,0
C97971015_P155587065,-3.754,0
C24885055_P36887006,-3.754,0
P64847962,-3.754,0
C36302043_P53966351,-3.751,0
P144024920,-3.751,0
C24081260_P35709388,-3.748,0
C08511800_P152679595,-3.745,0
C62566680_P95978474,-3.744,0
C33772522_P50042826,-3.743,0
C89953410_P140609059,-3.741,0
C36312978_P53970200,-3.741,0
C19885615_P29559850,-3.741,0
C86078612_P134799297,-3.739,0
C21486978_P32048905,-3.735,0
C36313380_P53970896,-3.731,0
P146716601,-3.722,0
P54354870,-3.722,0
P19872642,-3.72,0
P155939282,-3.719,0
P156218050,-3.718,0
P101506205,-3.717,0
C35765333_P53081685,-3.713,0
P71717594,-3.712,0
C68575724_P105235660,-3.711,0
P49897399,-3.702,0
C36513801_P54277314,-3.699,0
P137811955,-3.699,0
C33375241_P49419674,-3.697,0
P135504356,-3.694,0
C16293248_P24652548,-3.69,0
P31265682,-3.689,0
C68574609_P149967229,-3.688,0
P151777130,-3.686,0
C09482139_P155735924,-3.684,0
C73836754_P115007579,-3.68,0
C69593439_P107108714,-3.678,0
P111650999,-3.677,0
C72132615_P111980917,-3.672,0
C72132615_P111981462,-3.672,0
P94189127,-3.671,0
C33808487_P50098291,-3.669,0
P109102577,-3.666,0
P31204426,-3.666,0
C33375902_P49419856,-3.661,0
C22787694_P33902211,-3.66,0
C98000962_P155657603,-3.652,0
P32904436,-3.652,0
C96191699_P151558603,-3.651,0
C04713094_P83503726,-3.65,0
P24699679,-3.645,0
P19389570,-3.643,0
C78892755_P123130713,-3.642,0
P97603915,-3.642,0
P13148355,-3.639,0
P54354808,-3.633,0
C98232117_P156232650,-3.632,0
C96696371_P152873903,-3.631,0
C19904676_P29608529,-3.623,0
P148688545,-3.615,0
P61151999,-3.615,0
C16051039_P151081401,-3.613,0
C33751877_P50012130,-3.611,0
P138696736,-3.606,0
C02638255_P126193108,-3.6,0
P155648177,-3.595,0
C97956829_P155545346,-3.594,0
C09631549_P20391631,-3.59,0
P06151147,-3.584,0
C22487134_P33450112,-3.578,0
C79194015_P123651746,-3.569,0
P54277451,-3.566,0
P139724556,-3.563,0
C39724900_P60235185,-3.562,0
C05919043_P155784240,-3.557,0
P139512278,-3.55,0
P120960170,-3.548,0
C09186758_P108643745,-3.546,0
P55985649,-3.539,0
P143486878,-3.537,0
P137586242,-3.535,0
C20833191_P31106078,-3.531,0
C39929740_P60587360,-3.523,0
C33558755_P81207030,-3.518,0
P37966320,-3.518,0
C17066706_P25668584,-3.514,0
P152585578,-3.508,0
C20310756_P30265763,-3.5,0
P105984706,-3.5,0
P91125984,-3.497,0
C20109430_P29925793,-3.496,0
C40214383_P61046248,-3.493,0
C20310715_P30265693,-3.491,0
P20405076,-3.491,0
P54295742,-3.486,0
C08670850_P126245784,-3.48,0
C36514628_P54288613,-3.48,0
C22021470_P32765705,-3.477,0
P29909494,-3.475,0
C33375301_P49419699,-3.474,0
C41534975_P62950673,-3.463,0
P107075498,-3.462,0
P112316832,-3.46,0
C15722084_P111270940,-3.458,0
P07688545,-3.458,0
P27311158,-3.455,0
